,tweet,asal_tweet
988,@kompascom itu obat vaksin covid ato obat penambah nafsu makan ya??,singaraja bali
989,"81 kasus covid di Kelurahan Bintaro, tetap hati hati sayangi keluarga dirumah. Patuhi protokol kesehatan.","Bintaro, Pesanggrahan, Jak-Sel"
990,"@dianptw @detikcom Klo uda suspect Covid, seharusnya keluarganya hrs Swab tes atau PCR bukan lagi Rapid tes Mba...",
991,"MOHORO MA HI NA HI:-
Andu angi 515 kuonekana na Covid-19

#KamemeNews
#Covid19Updates https://t.co/zFZjkZwpgY","Nairobi, Kenya"
992,Sampai kes covid kat penang teruk pun i tak tau,Penang
993,Jano nek we rak percoyo covid i lakyo monggo tapi yo ojo merugikan  orang lain wes ngono wae lah.,"Ushuaia, Argentina"
994,@virgoguwrll gitu aja terus sampe covid ilang,
995,Merdeka itu bebas dari jeratan penderitaan hidup. Salah satunya bebas dari Covid-19. https://t.co/bWmBa5xtgo,"DKI Jakarta, Indonesia"
996,@yaya_alea Buat masa la nie...pak hang tak leh lagi jumpa kawan2 dia yg +ve covid nie,"Kedah, Malaysia"
997,Menjenguk pasien covid yang enggan diisolasi @piaaaann https://t.co/aGrYqbv1dI,medan city
998,Wtf Ali Maju Sri Rampai dah tutup sebab covid,
999,ntah knp walaupun dirumah trs tpi setiap satnight berasa seneng aja gt kyk gada yg berubah dri satnight sebelum covid,exo planet
1000,"@nqsyrh aaa bilaa, ig masa covid ni macam best sebab tak ramai 🥺🥺",
1001,"Yang gak pernah diharapkan akhirnya dia datang, guru SD dikampungq ada yang (+) Covid-19 😭😭😭😭",Lor ndalan kulon SD
1002,Doa kan negara kita masing-masing agar cepat hilang covid-19 ini,
1003,Suara akak wira belia covid ni macam mamat yang jangan kacau saya nak makan kacang tu.,
1004,Nak apply cuti pun serba salah . Nak g mana ja cuti ni 😓 Covid pun tak habessss lagih,"Bintulu, Sarawak"
1005,tak pernah jemu tengok world war z ni haha kadang2 aku takut kalau malaysia jadi mcm ni. nasib covid jenis x gigit2 org.,"Perak, Malaysia"
1006,"Gilaaakkk pelatihan nya jauh banget. Lagi covid gini juga jadi takut kemana mana, kenapa engga online ajasi",
1007,"COVID-19: Indonesia catat 2,345 kes positif baharu",Muar • Cyberjaya • Kuantan
1008,protokol kesehatan  ambyar covid-19 makin menjalar.,
1009,@_farysaa semalam baru balik rumah sebab suspect covid HAHAHAH,
1010,"@keun16308352 kaya ba beerus kasi dahil sa COVID? corona beerus.. hehehw

@SB19Official
#SB19KEN_MENPA https://t.co/fWshVsFNof",Poultry 
1011,@ikwnnn betul ker tutup sbb covid? bawah opis sis jer nih.. igt tutup sbb kotor..,📌 malaysia
1012,Baru nampak dunia luar. Setelah 8bulan terperap dlm kem. Covid hal. Tk de outing. Teruskan latihan. Syukur selalu. Itulah Pengorbanan 💪,
1013,@ergotaminIV @TsamaraDKI Kemajuan yang mundur misalnya kemajuan tingkat positivity rate COVID-19 di Jakarta🤔,"Ames, IA"
1014,@VIVAcoid Sudah berapa dokter dan nakes yg meninggal krn covid di indonesia? Coba bandingkan dgn rusia dan AS,
1015,"Plot twist: jangan2 memang betul Minyak kayuputih beneran Obat Covid 19, namun penelitian ga dilanjutin karena tekanan netizen",
1016,@ikwnnn Sahih ke ada covid?,
1017,The new normal bimar hu lekin corona nahi hai! #coronainindia #Covid_19,India
1018,"@ganjarpranowo Jateng semakin rukun, satu padu dan semoga Jateng menuju 0 kasus covid baru

#Jateng70 #JatengPerduliSesama",
1019,Dah makin parah do Covid-19 kat belah utara ni. Ya Allah selamatkanlah kami dari wabak ini. 😭,"Ipoh, Perak"
1020,@itsazzahz Aok. Bagus juak lah eh musim covid tok. Xda pgram nak grand2 bagai.,Kuching 
1021,"@Finishars @tatyanaiona @firdzaradiany Harus terinfeksi dulu mereun, baru sadar bhw covid itu ada.",
1022,Ya allah kau jauhkan laa virus covid ini daripada keluarga aku serta semua manusia kat atas muka bumi ni🥺,
1023,@afizfairuz @yvsanura Hancok barca cair mafia barca duwek ente gara” covid mangkane oleh mafia,Blandongan
1024,Turwanya Covid https://t.co/J4spO8e80x,
1025,@rukayatun_siti @HmfaqihA @msaid_didu sadiss....kyk korban covid 19 ae🙈,Suriname
1026,"Hujaaannn , bebaassss #15August #Covid_19 @ilufa168ums https://t.co/OPnI1tzyue","Surakarta, Jawa Tengah"
1027,area sekolah saya dah ada positive covid . taknak tutup sekolah dah ke?,"Kuala Lumpur, Wilayah Persekut"
1028,"Ada nasihat orang tu jangan pergi kedah, sebab banyak covid sana. Tapi degil gak",
1029,"New normal di Balikpapan kayanya adalah ""normal"" dengan angka positif sama meninggal karena covid",BPN-JOG
1030,"@nuansabening28 @Dukung_PPATK MERDEKA ITU....
- Koruptor diberi surat jalan.
- Koruptor diberi surat bebas covid.

#Ngik",Indonesia
1031,@dhisayanggg Gara gara pada gabut covid👉👈,"Yogyakarta, Indonesia"
1032,@iamicchaann @lalaleni_a Tapi aku barusan baca katanya di delay dulu soalnya ada staff yg kena covid :((,
1033,"Atm ketelen lg, hubungi cs @BANKBRI_ID lg sibuk nangani covid 🤣","Blitar, Jawa Timur"
1034,Min kereta slawi-jogja pake Joglosemarkerto perlu surat keterangan bebas covid gak?  @KAI121,
1035,Covid loves the sawah padi in Kedah isit?,🇲🇾
1036,"@fluffyhanbinie Sebab covid en, takde lah kot🙁 tulah rindu gak nak pergi event2 ni", 7KON ♡
1037,@womanfeeds_id Gakusah nongkrong diem dirumah masih covid 😊💖,
1038,@sbyfess @suciprnwnt iling konser doi seng gagal gara2 covid,
1039,"Sebab covid 19 ni, semua mende terbatas. Ya Allah permudahkan semuanya",
1040,"@ditanindyak Hamdalah ikut mbak. 
Emak antivaks, tapi kalo covid tetap patuh protokol 🤣",
1041,Bener bener beban bgt ini kalau keluarga ada yg kena covid...ampun buliyan nya dari tetangga kanan kiri😭,kota Bekasi barat
1042,Instastory founder founder kelantan lain macam macam takde covid dalam malaysia,"Selangor, Malaysia"
1043,"@aflizzyy lagi covid mbak, jangan lupa swab dulu.",Atlanta
1044,YaAllah ternyata tetanggaku sebelah rumah persis kemarin meninggalnya karna covid 😭 jadi takut.,
1045,"Bodoh ke apa duk main main info pasal covid 

Kejap kotor kejap kes covid",Wilayah Persekutuan Kuala Lump
1046,@iyadehden Kena dampak covid,
1047,"yang disini udah ankoru, covid ga bole pulang malam https://t.co/NpmU7lrD0B",
1048,@urfavgin Absen dulu krn covid. Udh absen berbulan2 sih,Batavia-Paris van Java
1049,"liat logo mirip salib takut... 
ama covid ga takut~~~~",Mars
1050,Aduh sri rampai ada positif covid pulak. Damn dekat gila dengan ofis. Adakah aku patut homeforce semula team😭,"Kuala Lumpur City, Kuala Lumpu"
1051,Gubernur Khofifah ruz mendukungg tracing yang masif thd pasien positif covid - 19 agar penularannya dpt ditekan [ Khofifah Indar Parawansa ],
