,tweet,asal_tweet
1051,Oh iya ya virus mah vaksin Berarti obat corona itu vaksin,labtek8
1052,BNGST WKWKWK anj lo yaa after corona gue samperin trs gue injek leher lu,Diantara Saturnus & Uranus ✨
1053,tapi sama yang sekarang dapet dia nanyain hari gue gue nanyain kerjaan dia suasana hatinya aduh jd kangen corona yuk pergi yu,"Lampung, Indonesia"
1054,limas Corona yang,Akhirat
1055,judul ramai ramai warga indonesia menjemput corona,𝐌𝐌𝐗𝐗.
1056,Resepsi2 semakin banyak ya Corona pun ikut berbahagia,
1057,Jalanan macet parah corona udah bener bener ga ada harga dirinya,Jakarta
1058,Besok bikin lomba2 an aja dah dirumah Diluar takut corona,just for fun
1059,Ahlan wa sahlan corona,
1060,Mungkin bisa ditanya ke pabrik corona extra nya mas zag,"kota surabaya,indonesia"
1061,Corona cepet selese pliss biar gue bisa balik,.taekoo♥
1062,iya nih corona,ujung pelangi
1063,Emg corona udah meninggal,"Sydney, New South Wales"
1064,Hii uefa ya corona ni utopolo sana,"Dar es Salaam, Tanzania"
1065,corona sialan emang,"Sulawesi Tenggara, Indonesia"
1066,Tar disangka nyebar corona a,rumah tarzan
1067,udah mikir tahun ini bakalan jadi paduan suara 17an terakhirku selama 12 tahun sekolah lha kok ternyata corona,dimana aja boleh
1068,CORONA SELESAI,On your back bone
1069,kapan kapan aja nak masih corona,𝖓𝖈𝖙.𝖉𝖆𝖞6.𝖝1
1070,Gimana mau bebas corona fasilitas olahraga masih pada ditutup kocaaaak nya,
1071,Assalamualaikum corona,dimana aja 
1072,Holy crap Jalan puncak ditinggal weekend sama corona malah makin makin,Kuil Matahari
1073,candaannya dia galucu bawa bawa corona segala,RPS KOOKMIN 🔞⚠️ · 爱殇 
1074,Corona dah kek gada harga dirinya di Indonesia,"Ponorogo, Indonesia"
1075,pemkabtmg apa itu corona hahahah,Wonderland
1076,Waktu yg tepat sbnrnya pas corona ni ada alasany ga ngundang blg aja corona wkwkwk,"West Borneo, Indonesia"
1077,Kwenye Corona alienda CHATO saivi anapewa tuzo ya kukaa mafichoni Makanisa yakinafiki yanaleta aibu kwa waumini wao,"es Mercadal, Espanya"
1078,Semester 6 waktu kita d halangi ama mba corona dan yeyyyy di smster 7 kita ketemu dong dgn BB yg mningkat,"Makassar, Indonesia"
1079,lagi ga giveaway sepeda nak lagi corona,𝖓𝖈𝖙.𝖉𝖆𝖞6.𝖝1
1080,Corona selesai langsung cabsss,"Sunshine Coast, Queensland"
1081,Yr koi b iPhone 8 ah jae main khush hn Corona ki waja se market bht high ja rahi ha iPhone ki tou scene kafi bad ha,"Lahore, Pakistan"
1082,Fak corona yg penting upacara digunung,"Malang, Jawa Timur"
1083,iya bnr bnr tuh si corona ngajak ribut banget,"Bandar Kuala Lumpur, Wilayah P"
1084,Wah podo neng kampungku jg gak ono mencegah corona lomba wae ga ono owk kwwkk,"Semarang, Jawa Tengah"
1085,Kena corona mallnya,Jkt
1086,Bilang aja lagi Corona g bisa salam,
1087,Corona masih ada,"Cimahi, Jawa Barat "
1088,98 hadir tapi ga sempet merasakan perubahan kurikulum dan lulus saat corona hehe,"Jakarta Selatan, DKI Jakarta"
1089,127 Biar gak kena corona ya,
1090,Apakah Corona serupa dgn zombie,Indonesia
1091,Thanchi emi kya honar te soda bhakatana corona honar teva tumi kharcha denar ka lakho yenar,
1092,Bulu mata anti corona,
1093,RUU ini digeber saat rakyat menderita diserang Corona,
1094,Sepertinya malam ini sampai besok corona bakalan menangis ngeliat kerumunan rang orang indo,Lombok - Jakarta
1095,SMELL LIKE CORONA VIRUS IN HEEYA,"Earth, Dimension C-137"
1096,Kota batu kota malang ya ampun macet corona uda ilang ya,"Singosari, Malang"
1097,Ada sebagian Orang yang takut virus corona tapi ngewe sana sini ga pake balon Masuk akal,
1098,saya lagi ga giveaway sepeda nak lagi corona,𝖓𝖈𝖙.𝖉𝖆𝖞6.𝖝1
1099,Menjual fixed asset tahun corona gk mudah Apalagi lokasinya baru tahap berkembang,Jaksel
1100,Cepat sembuh dan ga perlu ikut 17an dari pada kena corona berjamaah,"Bandung, Jawa Barat"
1101,saya lagi ga give away speeda lagi corona,𝖓𝖈𝖙.𝖉𝖆𝖞6.𝖝1
1102,Corona gblk,Balikpapan
1103,Setelah corona ilang kita liburan bareng yukkkkk,
1104,Udah berasa corona selesai ya hebat orang2 yang punya mental berani berdekatan dengan corona begini,"Bantul, Yogyakarta"
1105,II Emang kiblat Bangsa saat ini hrs dirobah arah ya kemana Sesungguhnya DinSyamzudin Haus kekuasaan,Saya di Indonesia
1106,Corona tertawa melihat ini,
1107,Hmm menarik juga mainan kids masa pandemi Kid 1 tepuk Kid 2 Aku jadi virus Corona All other kids LARIIII masuk rumah semua,Indonesia
1108,India Corona ka elaj mila kya,
1109,arep mbalek malah corona og,
1110,Ciee ngab ku satu ini dah magang juga tiati kena panas demam pilek Corona yak hihihi,"Jakarta Capital Region, Indone"
1111,Lagi corona jadi gaboleee,Bandung - Jakarta
1112,Anak kopi senja kebal corona check,"Oxford, England"
1113,WASPADA CORONA SELALU JAGA JARAK,
1114,LAWAN CORONA INI CARA CUCI TANGAN PAKAI SABUN,
1115,Corona 25 lakh ke Paar 25 SAWAL 25 JAWAB,A
1116,KANGEN ACARA 17AN CORONA NGERUSAK KABEH ACARA JANCOK PANCENE,"Kota Surabaya, Jawa Timur"
1117,Sama anjir udh nabung udh diijinin juga Trs duitnya abis pas corona gegara ga dapet uang bulanan sedih banget,jaland jaland
1118,Kafir didu Dan anda insya allah terus jadi kere miskin yang goblok Camkan itu,
1119,corona udahan dong aku capek bgt,"Yogyakarta, Indonesia"
1120,peluang usaha pandemi corona,Toko kursi pijat 081380783912
1121,bener2 blom boleh ngumpul2 gue dahal rumah gue lumayan gampang klo mau ke mana2 wake me up when corona ends,19. s/h
1122,9096 Orang gila Yg anggep corona itu cuma flu biasa Dan mereka kyk nolak vaksin dan berharap orang kena positif,瑠姫くんの胸元
1123,lagi corona huhuu makanya mau konsul ga bisa,
1124,Lama bener dm an smpe Corona beres,
1125,haaa karna lagi corona ya,
1126,makasih corona akhirnya aku tau mana yang asli temen dan yang cuma penduduk bumi,"Kediri, Jawa Timur"
1127,Harus jaga jarak Bukan bukan karna corona aja,Jakarta Capital Region
1128,Apa w yg baru nyadar kalau ketua ltmpt tuh rektor Unair salfok grgr liat di tv ttg obat anti corona v,
1129,corona lebih lama ga kyk,"Jakarta Selatan, DKI Jakarta"
1130,Corona anjing,bdg x yk
1131,Bisa2nya masih corona lo pada halal bihalal goblok apa gimana sih warga rt gua,
1132,Kafir Mana ada wan Yamen mengerti tatakrama dan adab,"Kendal, Indonesia"
1133,Corona bang hati2 bang,
1134,gak ya gue tuh gak ngerti udah tau corona harus bersih2 pake segala air mati gimna mau mandi bersih2 hbis jalan blok bat si ah,dimana kaki berpijak 
1135,Komatu corona sikuti itha 2021,Malawi
1136,tiaraa pertanyaan bagus nih corona di indo kan cm konstipasi ya,+62
1137,Welcome corona Bergerak dalam kesunyian,"Maryland, USA"
1138,Gua punnyaa temen kemaren abis dari rumah skit cek kesehatan corona negatif alhamdulilah tapi posoitif narkoba hahha,
1139,mencari cacing Adek 1 kenapa di tidak ada cacing disini Adek 2 karena pergi liburan kan Corona,
1140,Emg masih ada corona ya ci di Indo,Jakarta Capital Region
1141,corona cabang lawu allhumma laka sumtu,"Yogyakarta, Indonesia"
1142,Wedon wedon wedon lagi Corona gini masih mikirin wedonan Bae dasar otak ngeres,Indonesia
1143,WASPADA CORONA SELALU JAGA JARAK,
1144,baru sadar kalo gada corona nanti malem harusnya tirakatan,
1145,IHHH BISA SERIUSSS mauuuu bgt yaaa kalo corona selesaiii,Jakarta🌴
1146,LAWAN CORONA INI CARA CUCI TANGAN PAKAI SABUN,
1147,karna corona jdi duitnya habis di rapid,jivei💍
1148,Corona udahan sih males banget magang lagi di tempat yang sama selama 5 bulan untuk pengakuwan tugas akhir,akun random 
1149,Dah ngada un a angkatan corona sic,Magic Island
1150,Kalau pemerintah ngadain lomba 17an lomba terlama di rumah aja apa corona auto berkurang drastis,
1151,Gak mau ngumpul2 dulu masih corona hehe,Niall Horan's House
1152,karena corona ya,you really hurt me
1153,Semenjak empu nya yg kg percaya Corona justru mereka itu semakin jadi buat kumpul Semoga mau berdiskusi sama si JRX,"DKI Jakarta, Indonesia"
1154,Jatuh harga diri Corona kak sptnya,"Kalimantan Barat, Indonesia"
1155,corona beb kynya gada deh,di sini
1156,corona gamau deket deket wkak,di gunung
1157,corona jgn,15 | kinda selective 
1158,Corona lemu,
1159,coba kita jadian mulai awal2 corona pasti uda anniv stgah taunan,
1160,otw corona sisan wkkw,where the sun don't set
1161,kalo ga corona ntar malem udh tirakatan sihhh,
1162,Karna lagi corona aja tapi barisan ciwi ciwi virtualnya tetep banyak fufufu,tak terdeteksi
1163,Cepet bebas dari corona,
1164,corona virus says hi bitj new cluster tho,"Yogyakarta, Indonesia"
1165,AYO BGT KITA KAN SAMA2 JAKTIM DEH T T elah corona mah,day6; mm; kpop girls;
1166,Wallai idan nine zan maida Ita in sawo Toyota corona colour din da tace in kawo mata,
1167,tapi nak keje tu lama lagi nana tantah habis corona dah takde vidcall,kihyun’s fist
1168,Hidup di dunia selama 20 tahun Semenjak ada corona rebahanku sangat berguna bagi bangsa dan negara Tapi kenapa tidak dengan emakku,
1169,Thappad lgaiye corona bhagaiye,"Jaipur, India "
1170,Corona takut sm anak soleh kaya kita,
1171,gapapa aku tau kek gmn soalnya aku angkatan corona,Indonesia
1172,SAMAAAAA BAGUS BGT ITU KALO DOM JAKARTA MAU KESANA BARENG DONG TP CORONA BYE BGT AH,Jakarta🌴
1173,Corona masij ada kan kayaknya eh gimana sih,Semarang
1174,corona ilang dolan Jateng lt 3,
1175,Corona udahannya kapan sih anjir,antrian KFC
1176,WASPADA CORONA SELALU JAGA JARAK,
1177,ada gunanya juga pake kaos warna biru hari ini kecipratan tinta corona jadi ga keliatan,di antara kota A dan kota B
1178,LAWAN CORONA INI CARA CUCI TANGAN PAKAI SABUN,
1179,Coba kalo nggak corona tak bantuin ke madiun nginep beberapa hari gpp,fanacc
1180,Ma fren Mba corona i iseh ono ra to,"Yogyakarta, Indonesia"
1181,corona bisa ga cepet selesai aku pengen ke jogja,"DKI Jakarta, Indonesia"
1182,Semoga Pandemi corona cpt berakhir dan Indonesia perekonomian kembali normak seperti biasa Aminn,
1183,Mgr kidhr hein ore kahan lagaay ya corona fund ki tarh sab hzm kr gaay,
