,,,,19079453.33,2291372.534,,7.280565927,6.360095703
,,,,12738272.12,1532539.489,,7.105110522,6.185411674
,,,,3827909.891,461718.6705,,6.582961706,5.664377436
,,,,8943696.613,1081275.159,,6.951517059,6.033936226
,,,,5115694.142,618907.5426,,6.708904571,5.791625775
,,,,17922773.4,2171187.46,,7.253405214,6.336697322
,,,,19249180.33,2330429.006,,7.284412241,6.367435877
,,,,20622263.79,2500219.519,,7.314336338,6.397978141
,,,,12903279.82,1567331.093,,7.110700116,6.195160749
,,,,18077294.72,2197597.216,,7.257133439,6.341948096
,,,,16803195.89,2042910.246,,7.22539189,6.310249287
,,,,15524886.56,1883918.933,,7.191028436,6.275062211
,,,,25937238.35,3133041.461,,7.413923733,6.495966142
,,,,22105428.97,2667054.168,,7.344498947,6.426031836
,,,,6514462.341,781898.1588,,6.813878578,5.89315019
,,,,1303414.695,156469.2253,,6.115082613,5.194428932
,,,,13038698.11,1565839.684,,7.11523423,6.194747295
,,,,2609972.823,313376.5858,,6.416635985,5.496066545
,,,,10446383.95,1253226.099,,7.018965984,6.098029431
,,,,7839261.872,940749.3136,,6.894275172,5.97347391
,,,,9155660.327,1099620.329,,6.961689672,6.04124276
,,,,9189556.181,1113658.403,,6.963294537,6.046751998
,,,,6575986.14,795527.1318,,6.817960889,5.900654996
,,,,6580655.042,794850.0386,,6.818269126,5.9002852
,,,,5266422.325,635872.6362,,6.721515683,5.803370136
,,,,6586076.97,794543.3806,,6.818626802,5.900117614
,,,,9223515.921,1111288.523,,6.964896502,6.045826829
,,,,2635581.621,317364.9676,,6.42087647,5.501558985
,,,,25055278.45,3010237.071,,7.398899234,6.4786007
,,,,13203636.73,1585154.568,,7.120693567,6.200071617
,,,,17206739.62,2074249.703,,7.235698587,6.316861037
,,,,1324553.508,159829.7164,,6.122069507,5.203657529
,,,,7956173.93,962434.1945,,6.900704269,5.983371045
,,,,1327814.774,160955.8064,,6.123137497,5.206706648
,,,,13281641.96,1610205.563,,7.123251768,6.206881323
,,,,27987541.89,3400857.325,,7.446964757,6.531588412
,,,,6684018.041,814374.3467,,6.825037613,5.910824085
,,,,5349296.031,652337.5518,,6.728296633,5.814472379
,,,,8028650.332,979315.2861,,6.904642544,5.990922533
,,,,1339517.7,163488.8362,,6.126948457,5.213488102
,,,,12060538.52,1472669.517,,7.0813667,6.168105297
,,,,22816105.94,2785894.778,,7.358241525,6.444964709
,,,,5373925.759,656005.545,,6.730291662,5.81690751
,,,,5374473.157,656194.1218,,6.730335898,5.817032336
,,,,10764910.99,1314930.45,,7.032010443,6.118902782
,,,,5390878.691,658484.7239,,6.731659559,5.818545704
,,,,32397080.61,3964997.034,,7.510505876,6.598242867
,,,,27069134.71,3309598.277,,7.432474373,6.519775282
,,,,25798056.23,3137210.445,,7.411586985,6.496543652
,,,,9522491.148,1157684.502,,6.978750578,6.063590219
,,,,25881552.9,3147627.431,,7.412990331,6.497983321
,,,,2730119.406,332432.908,,6.436181642,5.521704009
,,,,1365905.643,166503.8339,,6.135420699,5.221424238
,,,,47867812.18,5839996.766,,7.680043578,6.766412607
,,,,26070695.28,3187640.073,,7.416152614,6.503469278
,,,,22038696.05,2691342.606,,7.343185895,6.429968987
,,,,17958624.22,2190599.928,,7.254273063,6.340563069
,,,,22162049.22,2708968.525,,7.345609915,6.432803959
,,,,6937069.077,848948.6121,,6.841176019,5.928881403
,,,,2776771.666,339485.4574,,6.443540169,5.530821175
,,,,5553884.568,679034.5618,,6.744596849,5.83189188
,,,,16686436.36,2040207.982,,7.222363596,6.309674442
,,,,25071689.66,3070829.878,,7.399183603,6.487255757
,,,,30688721.41,3761590.793,,7.486978795,6.575371549
,,,,16764043.29,2055236.929,,7.224378774,6.312861895
,,,,13975195.13,1713623.908,,7.145357881,6.233915513
,,,,4193229.601,514245.5451,,6.622548643,5.711170538
,,,,37810373.25,4641473.026,,7.577610965,6.666655831
,,,,15469364.85,1902827.736,,7.189472482,6.279399473
,,,,22589080.95,2787375.714,,7.353898562,6.445195512
,,,,19836926.28,2448347.651,,7.297474379,6.388873085
,,,,15614397.27,1927488.993,,7.193525225,6.284991907
,,,,2842513.834,350390.8852,,6.453702587,5.5445528
,,,,7108629.395,875404.4771,,6.851785873,5.942208763
,,,,32786417.82,4043168.945,,7.515693969,6.606721889
,,,,24342209.3,3015505.593,,7.386359992,6.479360138
,,,,22996726.64,2853562.935,,7.361666023,6.455387455
,,,,12961381.76,1610277.902,,7.112651302,6.206900833
,,,,23108036.76,2880357.191,,7.36376305,6.459446348
,,,,26062228.7,3257415.481,,7.416011552,6.512873156
,,,,21786659.46,2721449.605,,7.338190645,6.434800297
,,,,24733175.92,3089061.112,,7.393279887,6.4898265
,,,,20413651.79,2554631.538,,7.309920702,6.407328269
,,,,40971578.8,5131656.879,,7.612482699,6.71025761
,,,,19073708.18,2388265.343,,7.280435134,6.378082576
,,,,5873973.204,735749.1606,,6.768931961,5.866729775
,,,,13225440.86,1657366.388,,7.121410158,6.219418527
,,,,10305180.72,1290872.254,,7.013055612,6.110883266
,,,,7364446.928,921521.0806,,6.867140137,5.964505275
,,,,10337256.82,1293021.832,,7.014405306,6.111605858
,,,,31282476.49,3976430.999,,7.495301127,6.599493451
,,,,10450466.33,1326274.293,,7.01913567,6.122633352
,,,,5973207.58,757857.6852,,6.776207608,5.879587659
,,,,11949299.66,1516250.768,,7.077342453,6.180771034
,,,,29945200.06,3807799.352,,7.476327219,6.580674056
,,,,12020414.26,1526836.22,,7.079919435,6.183792454
,,,,28667915.54,3642907.112,,7.457396116,6.561448098
,,,,19689992.33,2502728.795,,7.294245547,6.39841379
,,,,10615587.83,1348154.386,,7.025944048,6.129739629
,,,,18211899.93,2312981.235,,7.260355255,6.364172109
,,,,12145961.93,1542999.543,,7.084431916,6.188365798
,,,,10633298.09,1351106.663,,7.026667989,6.130689636
,,,,15203956.76,1929925.739,,7.181956626,6.285540598
,,,,12176162.1,1541750.122,,7.085510421,6.188013991
,,,,4572896.02,579303.9156,,6.660191326,5.762906464
,,,,1525012.584,193346.3984,,6.183273427,5.286336087
,,,,9169475.727,1164396.168,,6.962344505,6.066100768
,,,,1529301.154,194185.4858,,6.184493016,5.288216766
,,,,1529575.645,193956.7433,,6.18457096,5.287704883
,,,,6119356.48,774819.7136,,6.786705754,5.889200662
,,,,6130997.12,771866.6674,,6.787531112,5.887542287
,,,,27641578.93,3476494.404,,7.441562847,6.541141535
,,,,12303128.2,1548304.602,,7.09001555,6.189856405
,,,,7709930.643,975503.1791,,6.887050471,5.989228689
,,,,13910822.07,1764914.451,,7.143352796,6.246723659
,,,,9282149.165,1177804.74,,6.967648543,6.071073298
,,,,21678017.77,2752713.772,,7.336019568,6.439761056
,,,,9320510.769,1190512.974,,6.969439713,6.075734133
,,,,10880281.13,1389495.663,,7.036640117,6.142857196
,,,,6218608.208,794271.4212,,6.793693196,5.899968936
,,,,9332580.189,1192604.188,,6.97000173,6.07649633
,,,,6232365.708,797660.596,,6.794652929,5.901818139
,,,,6235150.278,798281.0533,,6.794846925,5.902155822
,,,,15594279.5,1997905.129,,7.192965314,6.300574862
,,,,24969867.33,3199261.903,,7.397416235,6.505049794
,,,,14073517.03,1802108.408,,7.148402643,6.255780913
,,,,12517177.1,1603185.211,,7.097506397,6.204983698
,,,,1565186.915,200550.2365,,6.194566209,5.302223178
,,,,6265397.588,801455.69,,6.796948636,5.903879517
,,,,7840817.381,1003884.509,,6.894361339,6.001683753
,,,,9412734.363,1202476.677,,6.973715803,6.080076662
,,,,3138687.176,400879.8494,,6.496748033,5.603014227
,,,,7851190.26,1002739.515,,6.894935502,6.001188129
,,,,10999819.2,1406304.725,,7.041385547,6.148079436
,,,,12580399.67,1608733.369,,7.099694438,6.20648407
,,,,20466595.2,2610512.193,,7.3110456,6.416725726
,,,,4728604.868,602267.8627,,6.674733025,5.77978969
,,,,6310066.168,804564.3109,,6.800033913,5.905560764
,,,,17358708.44,2213013.565,,7.239517409,6.344984076
,,,,1578757.463,201041.4068,,6.198315417,5.303285515
,,,,4736473.47,603200.6224,,6.675455109,5.780461781
,,,,4738208.298,603531.8491,,6.675614149,5.780700193
,,,,4741602.67,603951.9119,,6.675925159,5.78100236
,,,,14244597.93,1814395.033,,7.153650195,6.258731848
,,,,3167231.615,403535.2336,,6.500679824,5.60588146
,,,,17429143.93,2220743.866,,7.241276056,6.346498471
,,,,11101353.16,1415970.381,,7.045375919,6.151054169
,,,,9523234.155,1215200.24,,6.978784463,6.084647847
,,,,14290216.29,1824246.116,,7.155038802,6.26108343
,,,,15888934.59,2031030.799,,7.201094777,6.307716509
,,,,4768241.686,609744.7494,,6.67835826,5.785148069
,,,,6360933.602,813950.2808,,6.803520862,5.910597877
,,,,4772570.834,610908.0407,,6.678752383,5.785975841
,,,,14321643.76,1832772.576,,7.155992867,6.263108578
,,,,11157930.55,1426184.49,,7.047583654,6.154175709
,,,,4783528.558,611300.8773,,6.679748371,5.786255019
,,,,31947009.54,4084060.477,,7.504430211,6.611092165
,,,,1599458.405,204614.8279,,6.203972951,5.310937103
,,,,20809024.54,2660494.865,,7.318251722,6.424962425
,,,,20823436.67,2663512.453,,7.318552406,6.425454732
,,,,16025069.23,2047053.522,,7.204799914,6.311129198
,,,,17646657.43,2251532.118,,7.246662455,6.352478147
,,,,9634129.693,1229547.231,,6.983812488,6.089745216
,,,,19302435.54,2469659.974,,7.285612111,6.392637163
,,,,11270145.45,1442327.666,,7.051929521,6.159063934
,,,,11276809.24,1444098.022,,7.052186234,6.159596673
,,,,19362377.86,2481571.053,,7.286958691,6.394726714
,,,,17781746.53,2280877.673,,7.249974415,6.358101994
,,,,22671419.27,2907740.313,,7.355478709,6.463555618
,,,,12975391.22,1661665.183,,7.113120461,6.22054352
,,,,1622854.672,207777.026,,6.21027963,5.317597526
,,,,9739792.834,1247687.492,,6.98854972,6.096105821
,,,,21135373.17,2713259.719,,7.32500992,6.433491367
,,,,19582991.6,2521700.139,,7.291879038,6.401693442
,,,,8175215.321,1052435.216,,6.9124992,6.022195372
,,,,3270634.097,421137.7222,,6.51463196,5.624424144
,,,,9815792.138,1263911.151,,6.991925353,6.101716546
,,,,3272478.833,421454.2834,,6.514876846,5.624750472
,,,,11462229.52,1472846.074,,7.059269101,6.168157361
,,,,13143184.49,1696803.282,,7.118700604,6.229631495
,,,,19744110.07,2553946.772,,7.295437563,6.407211842
,,,,16465108.91,2131378.952,,7.216564608,6.328660673
,,,,11530873.04,1492848.61,,7.06186219,6.174015768
,,,,3294736.824,426567.3132,,6.51782073,5.629987573
,,,,6593143.775,854012.4732,,6.819092546,5.931464214
,,,,13191987.64,1708704.891,,7.120310236,6.232667062
,,,,9897520.899,1282004.174,,6.995526427,6.107889439
,,,,16503062.66,2136818.309,,7.217564549,6.329767596
,,,,21492479.65,2736785.994,,7.332286524,6.437240839
,,,,21515014.16,2733416.667,,7.332741636,6.436705838
,,,,13253394.72,1681076.821,,7.122327132,6.22558756
,,,,4973388.131,631023.7674,,6.696652354,5.800045717
,,,,24885800.04,3158368.543,,7.395951607,6.499462806
,,,,14939928.5,1895428.616,,7.174348519,6.277707433
,,,,13285383.9,1685004.689,,7.123374109,6.226601114
,,,,4983496.206,632108.5171,,6.697534132,5.800791642
,,,,9969257.291,1264386.35,,6.998662805,6.101879799
,,,,6647962.002,843215.6134,,6.822688528,5.92593864
,,,,3327242.091,421602.9801,,6.522084401,5.624903672
,,,,29961381.67,3792644.464,,7.476561837,6.578942132
,,,,10003169.92,1262655.521,,7.000137646,6.101284882
,,,,8347098.412,1051772.634,,6.921535534,6.021921867
,,,,15034266.96,1893731.558,,7.177082258,6.277318416
,,,,18389519.49,2315189.322,,7.264570382,6.364586511
,,,,10034410.17,1263272.662,,7.001491849,6.101497098
,,,,21763802.98,2736559.395,,7.337734786,6.437204879
,,,,10065626.66,1266607.41,,7.002840818,6.102642024
,,,,8405341.665,1060250.147,,6.924555372,6.025408341
,,,,11777163.4,1486857.664,,7.071040701,6.172269396
,,,,15148303.08,1912521.917,,7.180363986,6.281606421
,,,,21892017.89,2758770.999,,7.340285794,6.440715652
,,,,15175359.62,1915970.944,,7.181138992,6.282388919
,,,,35501005.71,4493846.997,,7.550240656,6.652618282
,,,,13534480.11,1713488.105,,7.131441578,6.233881094
,,,,1692262.175,214173.2753,,6.228467647,5.330765278
,,,,28780651.97,3643628.991,,7.459100628,6.561534149
,,,,33945778.41,4307975.783,,7.530785772,6.634273253
,,,,20405184,2591043.51,,7.309740515,6.413474706
,,,,3405076.956,432203.1345,,6.532126932,5.635687912
,,,,11919672.4,1512508.097,,7.076264319,6.179697708
,,,,8515437.642,1080291.067,,6.930206973,6.033540785
,,,,10222829.09,1297362.716,,7.0095711,6.113061413
,,,,6817016.109,865318.3448,,6.83359432,5.937175911
,,,,18759682.68,2382318.072,,7.273225488,6.376999745
,,,,20487539.73,2602350.685,,7.311489809,6.41536582
,,,,13664996.19,1735265.842,,7.135609515,6.239366018
,,,,15380834.36,1953500.208,,7.186979895,6.290813462
,,,,18825694.1,2393328.002,,7.274750998,6.379002222
,,,,10286448.12,1310345.644,,7.01226544,6.117385869
,,,,29175567.24,3719259.128,,7.465019308,6.570456438
,,,,13740643.7,1750716.441,,7.138007078,6.24321581
,,,,3436361.997,437837.2402,,6.536098908,5.641312698
,,,,3436419.033,437848.8538,,6.536106116,5.641324217
,,,,18912639,2409212.569,,7.276752133,6.38187512
,,,,8604404.049,1095098.734,,6.934720796,6.039453277
,,,,22399546.36,2849214.71,,7.350239223,6.454725178
,,,,24147288.91,3071496.567,,7.382868378,6.487350034
,,,,18992326.56,2417099.536,,7.278578169,6.383294535
,,,,8639319.159,1098735.19,,6.936479518,6.040893034
,,,,27676613.29,3518494.388,,7.442112946,6.546356863
,,,,22541003.78,2865704.53,,7.352973252,6.45723141
,,,,15625181.05,1989763.012,,7.193825058,6.298801353
,,,,5219898.342,667381.302,,6.717662045,5.824374035
,,,,27858230.64,3559872.501,,7.44495353,6.551434444
,,,,15683655.72,2003260.032,,7.1954473,6.301737326
,,,,8716826.199,1113841.444,,6.940358387,6.046823373
,,,,10463533.55,1337810.814,,7.019678371,6.126394702
,,,,17451286.56,2231302.415,,7.24182745,6.348558436
,,,,10477620.72,1338926.085,,7.020262673,6.126756603
,,,,27989150.84,3576963.424,,7.446989723,6.553514499
,,,,8759474.82,1120250.49,,6.942478069,6.049315143
,,,,26339503.95,3375787.785,,7.420607592,6.528375137
,,,,19359952.27,2475088.542,,7.286904282,6.39359074
,,,,5288467.047,676110.2447,,6.723329803,5.830017517
,,,,3526125.737,450919.6436,,6.547297795,5.654099155
,,,,35332942.27,4523620.114,,7.548179804,6.655486126
,,,,10622470.58,1359541.315,,7.026225537,6.13339241
,,,,7082681.537,906468.543,,6.850197715,5.957352737
,,,,15945433.23,2039720.555,,7.202636323,6.309570673
,,,,33699503.63,4316241.651,,7.527623504,6.635105751
,,,,15977191.79,2047259.274,,7.203500448,6.311172847
,,,,5329167.403,683003.5647,,6.726659363,5.83442297
,,,,12442451.63,1595107.533,,7.094905961,6.202789966
,,,,1778249.27,228021.1851,,6.249992639,5.357975199
,,,,7114162.801,912307.3576,,6.852123799,5.960141177
,,,,23143977.55,2965815.166,,7.364437999,6.472144082
,,,,17832600.87,2281587.799,,7.251214689,6.358237186
,,,,5353917.218,685130.9975,,6.728671652,5.835773617
,,,,16070297.76,2057278.327,,7.206023924,6.313293051
,,,,14307080.99,1827409.158,,7.155551036,6.261835797
,,,,21481464.53,2745016.399,,7.332063887,6.438544943
,,,,41237513.57,5273759.039,,7.615292471,6.722120283
,,,,3590725.145,458574.1416,,6.555182163,5.661409562
,,,,17960345.27,2293607.995,,7.254314681,6.360519194
,,,,1798923.892,230347.8726,,6.25501279,5.362384206
,,,,14393559.14,1842699.577,,7.158168197,6.265454536
,,,,3603107.521,461981.4056,,6.556677222,5.664624496
,,,,14418903.32,1849129.985,,7.15893223,6.266967441
,,,,5409838.361,693794.2623,,6.733184289,5.841230704
,,,,21654504.02,2777415.855,,7.335548241,6.44364091
,,,,7223401.749,927118.8636,,6.85874177,5.967135418
,,,,19871423.25,2551089.333,,7.298228974,6.406725667
,,,,10853226.1,1392709.164,,7.03555885,6.143860433
,,,,12670027.17,1624736.004,,7.102777546,6.210782804
,,,,5430458.419,696411.4002,,6.734836493,5.842865872
,,,,9052133.155,1161040.936,,6.956750934,6.064847532
,,,,12680220.02,1627726.539,,7.103126789,6.211581444
,,,,30825061.81,3959677.082,,7.488903956,6.59765977
,,,,7265991.489,934778.2754,,6.861294885,5.970708611
,,,,10906187.83,1404227.292,,7.037672973,6.147437409
,,,,21844193.43,2816878.523,,7.339336014,6.449768119
,,,,23698375.07,3049685.442,,7.374718569,6.484255047
,,,,5473768.885,702038.442,,6.738286457,5.846360894
,,,,5478569.341,701477.1234,,6.738667163,5.846013512
,,,,3653741.841,467433.9044,,6.562737859,5.66972021
,,,,31129312.97,3977057.811,,7.493169536,6.599561904
,,,,31268238.87,3996768.221,,7.495103421,6.601708964
,,,,7375701.489,945951.2168,,6.867803332,5.97586874
,,,,12911408.3,1656583.218,,7.110973615,6.219213257
,,,,42505445.68,5462069.64,,7.628444574,6.737357233
,,,,3707247.969,477818.7502,,6.569051636,5.679263188
,,,,9291442.419,1196077.196,,6.96808314,6.07775921
,,,,7434899.209,957071.718,,6.871275085,5.980944483
,,,,9296475.607,1196778.035,,6.968318334,6.07801361
,,,,5578655.495,717830.4547,,6.746529543,5.85602188
,,,,35398554.9,4552191.546,,7.548985533,6.658220528
,,,,14935586.92,1924386.42,,7.174222294,6.284292283
,,,,9336740.457,1203254.192,,6.970195286,6.080357383
,,,,20560062.46,2651363.807,,7.31302443,6.423469324
,,,,13097969.06,1690081.216,,7.11720396,6.227907575
,,,,67584906.88,8753739.892,,7.82984972,6.942193638
,,,,24467174.53,3176788.605,,7.38858382,6.501988316
,,,,52800501.62,6845144.12,,7.722638049,6.835382596
,,,,9442103.218,1223195.914,,6.975068744,6.087496022
,,,,43492691.12,5647216.01,,7.638416281,6.7518344
,,,,26514703.45,3434728.34,,7.423486774,6.535892393
,,,,55027535.45,7110716.038,,7.740580062,6.851913336
,,,,34204981.62,4408507.187,,7.534089361,6.644291553
,,,,41904445.28,5387144.08,,7.622260096,6.731358591
,,,,13350533.61,1717615.974,,7.125498625,6.234926071
,,,,1907508.6,245503.6568,,6.280466505,5.390057965
,,,,34363874.89,4421056.079,,7.536102129,6.645526024
,,,,49821676.95,6426589.98,,7.697418341,6.807980593
,,,,24953971.26,3221323.466,,7.397139671,6.508034336
,,,,32682080.17,4215940.91,,7.514309691,6.624894515
,,,,38510403.6,4970403.173,,7.58557807,6.696391618
,,,,28911735.58,3733209.775,,7.461074163,6.572082394
,,,,27029950.86,3492529.709,,7.431845256,6.543140109
,,,,15485618.75,2004221.139,,7.189928563,6.301945639
,,,,42697269.71,5504334.976,,7.630400105,6.740704856
,,,,38895792.53,5008567.524,,7.589902625,6.699713533
,,,,48753926.2,6280008.628,,7.688009596,6.79796024
,,,,25394496.14,3272280.654,,7.4047396,6.514850545
,,,,13683314.77,1762911.307,,7.136191317,6.246230463
,,,,19557936.35,2520447.292,,7.291323028,6.40147762
,,,,41101430.38,5292239.162,,7.613856936,6.723639462
,,,,13708075.45,1765550.614,,7.136976486,6.246880172
,,,,23515240.47,3031179.445,,7.371349424,6.481611647
,,,,51071868.91,6577789.125,,7.708181751,6.818079946
,,,,17720972.69,2277690.232,,7.248487556,6.357494659
,,,,1969429.366,253155.1599,,6.294340409,5.403386784
,,,,29594702.3,3809480.638,,7.471213976,6.580865771
,,,,23724096.29,3058259.588,,7.375189678,6.485474346
,,,,21776141.81,2806913.304,,7.337980936,6.448228999
,,,,11884289.38,1531772.499,,7.074973218,6.185194268
,,,,21801182.02,2804193.333,,7.338480041,6.447807952
,,,,1982707.147,254830.1949,,6.297258572,5.406250886
,,,,35730579.88,4592094.625,,7.553040065,6.662010829
,,,,29869726.62,3843204.873,,7.475231248,6.584693536
,,,,9984123.116,1289495.779,,6.999309928,6.110419925
,,,,15981350.97,2064263.83,,7.203613489,6.314765203
,,,,11995831.82,1547933.164,,7.079030369,6.189752205
,,,,8005809.481,1028109.89,,6.903405251,6.012039537
,,,,32047608.58,4100654.046,,7.505795628,6.612853131
,,,,30081094.45,3835225.369,,7.478293633,6.583790889
,,,,36161067.84,4611148.609,,7.558241247,6.663809119
,,,,22146472.17,2824927.62,,7.345304555,6.451007325
,,,,36288718.27,4625103.119,,7.559771629,6.66512142
,,,,4035976.003,513614.161,,6.605948575,5.710636989
,,,,20186160.27,2569027.608,,7.305053717,6.409768771
,,,,24236787.81,3083711.387,,7.384475061,6.489073724
,,,,16162287.46,2056376.433,,7.208502827,6.313102618
,,,,2020535.715,257079.945,,6.305466532,5.410068198
,,,,46521698.84,5921333.318,,7.667655566,6.772419509
,,,,6074727.528,772878.1167,,6.783526803,5.888111011
,,,,8108859.224,1031516.937,,6.908959761,6.013476363
,,,,50783668.72,6466428.536,,7.705724072,6.810664482
,,,,46828894.48,5961432.275,,7.670513905,6.775350614
,,,,34825996.39,4346871.54,,7.541903551,6.638176806
,,,,36917222.29,4606430.279,,7.567229017,6.663364502
,,,,55440992.62,6920444.856,,7.743830997,6.840134012
,,,,20577627.44,2567252.327,,7.3133953,6.409468556
,,,,4117620.829,513828.2348,,6.614646352,5.710817965
,,,,24733465.76,3091031.049,,7.393284976,6.490103368
,,,,30991206.24,3871076.212,,7.49123848,6.587831722
,,,,31026398.49,3872821.357,,7.491731366,6.588027465
,,,,62141498.07,7750459.485,,7.793381719,6.88932745
,,,,45680192.84,5670199.855,,7.659727929,6.753598367
,,,,20796280.16,2579518.24,,7.31798566,6.411538603
,,,,4160581.737,516022.5982,,6.619154058,5.712668721
,,,,37507594.48,4651184.461,,7.574119212,6.667563563
,,,,31306594.24,3885258.061,,7.495635825,6.58941987
,,,,43873681.84,5451072.57,,7.642204082,6.736481964
,,,,54419816.69,6746507.435,,7.735757075,6.829079003
,,,,35674442.21,4389459.704,,7.552357191,6.642411066
,,,,31516862.99,3880241.704,,7.498542984,6.588858779
,,,,2102537.781,258859.2967,,6.322743809,5.413063767
,,,,35753451.44,4403284.646,,7.553317973,6.643776761
,,,,52671409.65,6493001.19,,7.721574942,6.812445482
,,,,27434677.67,3379162.728,,7.438299862,6.528809106
,,,,33825662.19,4165001.825,,7.529246307,6.619615196
,,,,27535245.36,3399285.972,,7.439888951,6.531387702
,,,,25482229.83,3140962.474,,7.406237428,6.497062748
,,,,4252674.373,524463.9702,,6.62866213,5.719715658
,,,,31947623.89,3936682.611,,7.504438563,6.595130402
,,,,72602093.74,8929005.077,,7.860949145,6.95080307
,,,,72864106.57,8933493.798,,7.862513644,6.95102134
,,,,42983060.35,5263816.227,,7.633297334,6.721300719
,,,,38717996.12,4738663.711,,7.587912872,6.675655889
,,,,40910648.64,5007086.98,,7.611836365,6.699585136
,,,,2153822.884,263711.8345,,6.333209987,5.42112962
,,,,19397768.35,2362780.221,,7.287751769,6.373423327
,,,,64838551.8,7850221.29,,7.811833306,6.894881899
,,,,71504149.31,8669063.611,,7.854331244,6.93797219
,,,,45618642.5,5545017.954,,7.659142358,6.743902957
,,,,47850874.68,5812557.258,,7.679889881,6.764367244
,,,,13061496.88,1586075.209,,7.115992951,6.200323777
,,,,39217610.14,4760347.102,,7.593481125,6.677638621
,,,,10905673.54,1323205.271,,7.037652493,6.121627222
,,,,28362805.3,3441581.321,,7.452749184,6.536758036
,,,,28381921.63,3443638.065,,7.453041796,6.5370175
,,,,43736516.27,5314758.737,,7.640844187,6.725483555
,,,,10946485.76,1329895.034,,7.039274717,6.123817364
,,,,10949855.7,1329637.36,,7.039408396,6.123733209
,,,,24105765.24,2930311.895,,7.382120923,6.466913848
,,,,59312292.51,7220649.595,,7.773144711,6.85857627
,,,,33009780.97,4014395.421,,7.518642643,6.603620149
,,,,35281446.83,4298011.741,,7.547546387,6.633267598
,,,,50819724.21,6201778.912,,7.706032304,6.79251628
,,,,8844040.358,1079139.731,,6.946650716,6.033077682
,,,,4423138.497,539546.9198,,6.645730538,5.732029218
,,,,42042406.66,5130216.621,,7.623687569,6.710135703
,,,,26577205.92,3243360.196,,7.424509321,6.510995182
,,,,15517197.15,1895296.826,,7.190813278,6.277677235
